"replicate_number","estimated_QST","p_value_pos","p_value_neg","p_value"
424,0.462553557294514,0.904095904095904,0.0969030969030969,0.132
428,0.615213238899812,0.441558441558442,0.559440559440559,0.96
442,0.571219068827691,0.66033966033966,0.340659340659341,0.67
443,0.515433976111782,0.787212787212787,0.213786213786214,0.369
402,0.625150586057061,0.418581418581419,0.582417582417582,0.851
427,0.552669006274284,0.694305694305694,0.306693306693307,0.553
426,0.587973807449214,0.562437562437562,0.438561438561439,0.811
429,0.677124840844453,0.1998001998002,0.801198801198801,0.478
430,0.429760154151112,0.944055944055944,0.0569430569430569,0.061
437,0.407369743057433,0.959040959040959,0.041958041958042,0.043
435,0.558341667550618,0.665334665334665,0.335664335664336,0.609
434,0.655021995186377,0.286713286713287,0.714285714285714,0.613
438,0.606779310772891,0.432567432567433,0.568431568431568,0.999
441,0.609080324956089,0.482517482517482,0.518481518481518,0.965
436,0.417925819978584,0.951048951048951,0.04995004995005,0.058
440,0.408569220234967,0.961038961038961,0.03996003996004,0.046
439,0.709644434427084,0.132867132867133,0.868131868131868,0.309
457,0.423097353357047,0.948051948051948,0.0529470529470529,0.056
461,0.636257892454863,0.334665334665335,0.666333666333666,0.726
456,0.556250820952318,0.693306693306693,0.307692307692308,0.563
460,0.561915837387194,0.661338661338661,0.33966033966034,0.589
451,0.794411932799065,0.013986013986014,0.987012987012987,0.058
462,0.576336225156403,0.569430569430569,0.431568431568432,0.81
453,0.376842885270089,0.984015984015984,0.016983016983017,0.016
454,0.652675430234144,0.321678321678322,0.679320679320679,0.665
455,0.490692423982085,0.851148851148851,0.14985014985015,0.218
